Date,IB_USD_TND,IB_EUR_TND,IB_GBP_TND,IB_JPY_TND,FIX_USD_Bid,FIX_USD_Ask,FIX_USD_Mid,FIX_EUR_Bid,FIX_EUR_Ask,FIX_EUR_Mid,EUR_USD,GBP_USD,USD_JPY,SPREAD_USD,SPREAD_EUR,ret_EUR_USD,ret_GBP_USD,ret_USD_JPY,ret_FIX_USD
2022-10-26,3.2799,3.2936,3.6962,21.7735,3.1908,3.1939,3.19235,3.2022,3.2054,3.2038,1.0077,1.1627,146.35,0.08755000000000024,0.08979999999999988,0.011277001898331484,0.013856634630303816,-0.010602967545383812,-0.005778376897696669
2022-10-27,3.2719,3.2923,3.7096,21.8881,3.1949,3.198,3.19645,3.2016,3.2048,3.2032,0.9962,1.1564,146.27,0.07545000000000002,0.08910000000000018,-0.011477744647173806,-0.005433155532371475,-0.0005467842388977573,0.001283496294405495
2022-10-28,3.2847,3.28,3.7105,21.7648,3.2099,3.2132,3.21155,3.2007,3.2039,3.2023,0.9963,1.161,147.45,0.07315000000000005,0.07769999999999966,0.0001003764116275542,0.003969971555700447,0.008034906362287764,0.004712867649495633
2022-10-31,3.2865,3.277,3.7073,21.7047,3.2286,3.2319,3.23025,3.1935,3.1966,3.19505,0.9883,1.1469,148.71,0.056250000000000355,0.08194999999999997,-0.008062121668672376,-0.012219052327414687,0.008508965439307126,0.005805846976947748
2022-11-01,3.2788,3.281,3.7082,21.8141,3.2164,3.2197,3.21805,3.1927,3.1958,3.19425,0.9874,1.1483,148.28,0.06075000000000008,0.08675000000000033,-0.0009110695573755941,0.0012199374116668715,-0.0028957224180610197,-0.003783947569714119
2022-11-02,3.3073,3.2739,3.7044,21.9403,3.2264,3.2296,3.228,3.19,3.1931,3.19155,0.9817,1.1389,147.9,0.07929999999999993,0.08234999999999992,-0.0057894631262868385,-0.00821970350183826,-0.002566008565777267,0.0030871643572238927
2022-11-03,3.3177,3.2675,3.6455,22.0669,3.2596,3.2628,3.2612,3.1787,3.1819,3.1803,0.9751,1.1165,148.27,0.05649999999999977,0.08720000000000017,-0.0067457328574024415,-0.019864092000092842,0.0024985663131804614,0.010232475398916252
2022-11-04,3.3107,3.2634,3.6491,21.9711,3.2211,3.2244,3.22275,3.198,3.2011,3.19955,0.996,1.1375,146.59,0.0879500000000002,0.06384999999999996,0.02120722774352494,0.018634079544892823,-0.01139536172799449,-0.011860193465541569
2022-11-07,3.2838,3.2953,3.6797,21.9179,3.2053,3.2086,3.20695,3.2066,3.2099,3.20825,1.0019,1.1511,146.62,0.07684999999999986,0.08705000000000007,0.0059062186806190875,0.011885135095910965,0.00020463149350025134,-0.004914702646515945
2022-11-08,3.282,3.2997,3.6704,21.9136,3.2062,3.2095,3.20785,3.2072,3.2105,3.20885,1.0072,1.1536,145.66,0.07414999999999994,0.0908500000000001,0.005276006464920187,0.0021694806096682062,-0.006569067005671059,0.00028060111177463654
2022-11-09,3.2703,3.3032,3.6543,21.8752,3.2008,3.2041,3.20245,3.212,3.2153,3.21365,1.0011,1.1356,146.44,0.06785000000000041,0.08955000000000002,-0.006074808304699388,-0.01572634193186853,0.0053406494622665335,-0.0016847889419626672
2022-11-10,3.2839,3.3113,3.6886,22.1184,3.1804,3.1835,3.18195,3.2172,3.2205,3.21885,1.0208,1.1713,140.95,0.10194999999999999,0.09244999999999992,0.019487238165087246,0.030953097477012914,-0.03821057069191447,-0.006421925460040834
2022-11-11,3.2395,3.3394,3.6927,22.5272,3.1379,3.141,3.13945,3.238,3.2412,3.2396,1.0352,1.1835,138.79,0.10004999999999997,0.09980000000000011,0.014008011156110653,0.010361906878209648,-0.015443218192372932,-0.013446591062009627
2022-11-14,3.2249,3.3404,3.6895,22.3545,3.1413,3.1445,3.1429,3.2381,3.2413,3.2397,1.0325,1.1752,139.88,0.08199999999999985,0.10069999999999979,-0.002611598911448222,-0.007037804094371075,0.007822912827426975,0.001098315231341962
2022-11-15,3.2083,3.3541,3.7208,22.4546,3.1152,3.1183,3.11675,3.2463,3.2496,3.24795,1.0348,1.1858,139.29,0.0915499999999998,0.10614999999999997,0.0022251254766862127,0.00897930641359973,-0.0042268214952354555,-0.008355148330717155
2022-11-16,3.2099,3.3493,3.7065,22.3339,3.1232,3.1264,3.1248,3.2453,3.2486,3.24695,1.0392,1.1908,139.55,0.08510000000000018,0.10234999999999994,0.004243015044515679,0.004207697868354093,0.0018648692823912683,0.0025794888973300623
2022-11-17,3.2031,3.35,3.6965,22.3414,3.139,3.1422,3.1406,3.2387,3.2419,3.2403,1.036,1.1862,140.18,0.0625,0.10970000000000013,-0.00308404253696129,-0.0038704297369952234,0.004504351089847702,0.005043583328438794
2022-11-18,3.2313,3.3484,3.7246,22.3486,3.1275,3.1307,3.1291,3.2413,3.2446,3.24295,1.0324,1.1884,140.35,0.10219999999999985,0.10544999999999982,-0.0034809549749696134,0.0018529441838263383,0.0012119917357127363,-0.0036684412002903066
2022-11-21,3.2248,3.3495,3.7231,22.2497,3.1526,3.1558,3.1542,3.2305,3.2338,3.23215,1.0241,1.1821,142.12,0.07060000000000022,0.11735000000000007,-0.008072010763066843,-0.005315346832121287,0.0125324683449346,0.007989474802894359
2022-11-22,3.2502,3.3507,3.7409,22.2542,3.1455,3.1486,3.14705,3.232,3.2353,3.23365,1.0302,1.1883,141.24,0.10314999999999985,0.11704999999999988,0.005938780050092914,0.005231196539649374,-0.006211200092640645,-0.0022693919678238306
2022-11-23,3.237,3.3522,3.7526,22.2444,3.1321,3.1352,3.13365,3.2378,3.2411,3.23945,1.0395,1.2052,139.59,0.10335000000000027,0.11274999999999968,0.008986870166582846,0.014121813960165625,-0.011751016535519021,-0.004267046772465699
2022-11-24,3.2302,3.3644,3.7722,22.5014,3.1113,3.1145,3.1129,3.242,3.2453,3.24365,1.0408,1.211,138.61,0.11730000000000018,0.12074999999999969,0.0012498199002277666,0.004800936296946112,-0.007045320299404523,-0.006643691741203828
2022-11-25,3.222,3.3641,3.7678,22.3962,3.1234,3.1266,3.125,3.238,3.2413,3.23965,1.0395,1.2093,139.1,0.09699999999999998,0.12444999999999995,-0.0012498199002277666,-0.001404784761862482,0.0035288647041351595,0.0038795155985378305
2022-11-28,3.2176,3.3583,3.7495,22.4166,3.1045,3.1077,3.1061,3.2488,3.252,3.2504,1.0337,1.1958,138.94,0.11149999999999993,0.10789999999999988,-0.00559522972362856,-0.011226262344425836,-0.0011509136646621343,-0.006066363229980443
2022-11-29,3.2191,3.3559,3.7545,22.5967,3.129,3.1322,3.1306,3.2354,3.2387,3.23705,1.0327,1.1953,138.68,0.08850000000000025,0.11885000000000012,-0.0009678668970808865,-0.0004182175628686946,-0.0018730644479125758,0.007856759513600986
2022-11-30,3.2081,3.3509,3.75,22.4412,3.1252,3.1284,3.1268,3.243,3.2463,3.24465,1.0405,1.2056,138.03,0.08130000000000015,0.10625000000000018,0.007524635156330846,0.00858016842835041,-0.004698067981335541,-0.0012145621079471258
2022-12-01,3.1956,3.3572,3.7938,22.7847,3.0993,3.1023,3.1008,3.2546,3.2578,3.2562,1.0522,1.2253,135.27,0.09480000000000022,0.10099999999999998,0.011181843463017774,0.016208343643115186,-0.020198271734384043,-0.008349974649728198
2022-12-02,3.2024,3.3606,3.7842,22.9291,3.1076,3.1108,3.1092,3.2494,3.2526,3.251,1.0538,1.2287,134.3,0.09319999999999995,0.10959999999999992,0.0015194684784786,0.002770987918124579,-0.007196677571911003,0.002705315659617513
2022-12-05,3.1906,3.3656,3.7882,22.7508,3.0874,3.0904,3.0889,3.2615,3.2648,3.26315,1.0491,1.2188,136.74,0.10169999999999968,0.10245000000000015,-0.004470025037745698,-0.008089931761971425,0.018005208956456187,-0.006550417897722927
2022-12-06,3.1882,3.3606,3.7798,22.7075,3.0981,3.1011,3.0996,3.2578,3.261,3.2594,1.0469,1.2137,137.05,0.08860000000000001,0.10119999999999996,-0.0020992374121305696,-0.004193222999238244,0.0022645102631466685,0.0034580304314535404
2022-12-07,3.1876,3.3564,3.7808,22.6841,3.0965,3.0995,3.098,3.2588,3.2621,3.26045,1.0505,1.2199,136.6,0.08960000000000035,0.09594999999999976,0.003432824959745895,0.005095343042376077,-0.0032888756121050022,-0.0005163289129812565
2022-12-08,3.1918,3.3595,3.7812,22.6633,3.0957,3.0987,3.0972,3.2578,3.2611,3.25945,1.0556,1.2233,136.65,0.09460000000000024,0.10004999999999997,0.004843084344113992,0.0027832368981788314,0.00036596523738730014,-0.00025826446424548344
2022-12-09,3.1697,3.3472,3.7933,22.7034,3.088,3.091,3.0895,3.2597,3.2629,3.2613,1.053,1.2255,136.56,0.08020000000000005,0.08590000000000009,-0.002466092495193653,0.0017967989152965769,-0.0006588338878916744,-0.002489212011534292
2022-12-12,3.1706,3.3492,3.7944,22.5408,3.0864,3.0894,3.0879,3.2629,3.2661,3.2645,1.0535,1.227,137.66,0.0827,0.08470000000000022,0.0004747211102683821,0.0012232417427442133,0.008022798484033089,-0.0005180173004109001
2022-12-13,3.1505,3.3261,3.8101,22.7286,3.0671,3.0701,3.0686,3.2683,3.2715,3.2699,1.063,1.2354,135.57,0.08190000000000008,0.05620000000000003,0.008977145097704059,0.0068226385508873,-0.015298764878920679,-0.006269816689517871
2022-12-14,3.1325,3.3312,3.797,22.7507,3.071,3.074,3.0725,3.2672,3.2705,3.26885,1.0682,1.2421,135.47,0.06000000000000005,0.062349999999999905,0.004879889563722088,0.005408691288349227,-0.0007378984986523562,0.0012701309290843454
2022-12-15,3.1222,3.3297,3.7764,22.4651,3.0616,3.0647,3.06315,3.2784,3.2816,3.28,1.0626,1.2176,137.76,0.05905000000000005,0.04970000000000008,-0.0052562538888271185,-0.01992178744272663,0.016762827086775012,-0.0030477642100099622
2022-12-16,3.1212,3.3257,3.7533,22.4623,3.077,3.08,3.0785,3.273,3.2762,3.2746,1.0582,1.214,136.69,0.04269999999999996,0.05109999999999992,-0.004149383546811471,-0.002961015487977864,-0.007797452514858527,0.004998667121085099
2022-12-19,3.1217,3.3173,3.7537,22.5683,3.0852,3.0882,3.0867,3.2722,3.2754,3.2738,1.0605,1.2146,136.88,0.03500000000000014,0.04349999999999987,0.002171143534705759,0.0004941118440313363,0.0013890414193760137,0.0026600936986094226
2022-12-20,3.1239,3.313,3.7374,23.2675,3.0819,3.0849,3.0834,3.2683,3.2716,3.26995,1.0621,1.2181,131.7,0.04049999999999976,0.04305000000000003,0.0015075853227568409,0.002877463242438316,-0.03857802083470219,-0.0010696748236354026
2022-12-21,3.1212,3.3119,3.7369,23.2572,3.0782,3.0812,3.0797,3.2708,3.2741,3.27245,1.0603,1.2083,132.47,0.04150000000000009,0.039449999999999985,-0.0016961933957414313,-0.008077854672650736,0.0058295959469347736,-0.0012006945999625263
2022-12-22,3.1204,3.3144,3.7083,23.2902,3.0821,3.0851,3.0836,3.2713,3.2745,3.2729,1.0593,1.2043,132.33,0.036799999999999944,0.04150000000000009,-0.00094357432930222,-0.0033159277668283194,-0.0010574019112121746,0.0012655559588308218
2022-12-23,3.1215,3.3138,3.711,23.2059,3.0832,3.0863,3.08475,3.2716,3.2748,3.2732,1.0614,1.2058,132.79,0.03675000000000006,0.04059999999999997,0.0019804787913441715,0.001244761788871035,0.0034701302172779336,0.0003728711935360174
2022-12-26,3.1209,3.3121,3.7187,23.1468,3.0798,3.0828,3.0813,3.2735,3.2767,3.2751,1.0635,1.206,132.86,0.039599999999999635,0.03699999999999992,0.001976564246497281,0.0001658512318255534,0.0005270092348590438,-0.0011190309387747455
2022-12-27,3.1129,3.3108,3.7023,23.0841,3.083,3.086,3.0845,3.2744,3.2777,3.27605,1.0638,1.2021,133.48,0.02839999999999998,0.03474999999999984,0.0002820476679255002,-0.0032390709769222203,0.004655711646077698,0.001037983809824894
2022-12-28,3.1119,3.309,3.7218,23.0126,3.0769,3.0799,3.0784,3.2766,3.2798,3.2782,1.0608,1.2013,134.47,0.033500000000000085,0.03080000000000016,-0.0028240628766192516,-0.0006657235828790575,0.007389471952605753,-0.001979588178306013
2022-12-29,3.1158,3.3118,3.7066,23.1031,3.0749,3.0779,3.0764,3.2778,3.2811,3.27945,1.0661,1.2052,133.01,0.0394000000000001,0.03234999999999966,0.0049837895248314446,0.003241224528816755,-0.0109168124705743,-0.0006498992884886867
2022-12-30,3.1101,3.3102,3.7004,23.3178,3.0755,3.0785,3.077,3.2791,3.2823,3.2807,1.0702,1.2097,131.11,0.03310000000000013,0.02950000000000008,0.0038384169207748148,0.003726866709656329,-0.014387647853893348,0.0001950141391431348
2023-01-02,3.11,3.3145,3.7034,23.5183,3.0729,3.0759,3.0744,3.2819,3.2851,3.2835,1.0662,1.2045,130.73,0.035600000000000076,0.030999999999999694,-0.003744621488543598,-0.00430785191087657,-0.002902537937542249,-0.0008453360714077984
2023-01-03,3.1178,3.3057,3.7055,23.6403,3.0918,3.0948,3.0933,3.2638,3.267,3.2654,1.0546,1.1966,131.0,0.024499999999999744,0.04029999999999978,-0.010939377292291295,-0.006580341098994441,0.0020631956273824414,0.006128721941373705
2023-01-04,3.1162,3.3032,3.7147,23.5787,3.0802,3.0832,3.0817,3.2695,3.2727,3.2711,1.0599,1.2053,132.62,0.034499999999999975,0.032099999999999795,0.005013015936839893,0.007244296638366399,0.012290572739570571,-0.0037570894397389587
2023-01-05,3.1202,3.3036,3.6929,23.1753,3.0982,3.1012,3.0997,3.2686,3.2718,3.2702,1.052,1.1906,133.4,0.020500000000000185,0.033399999999999874,-0.00748144973555407,-0.012271116875008092,0.005864237540802009,0.00582393984449614
2023-01-06,3.1295,3.2987,3.6966,23.2295,3.0994,3.1024,3.1009,3.2668,3.27,3.2684,1.0644,1.2092,132.07,0.02859999999999996,0.030299999999999994,0.011718145805878911,0.015501602186013208,-0.010020048425810835,0.0003870593216726004
2023-01-09,3.1072,3.3148,3.7305,23.2397,3.0663,3.0694,3.06785,3.2878,3.291,3.2894,1.0728,1.2183,131.88,0.03935000000000022,0.025399999999999867,0.007860792863934617,0.0074974604550586965,-0.001439666852182775,-0.010715401412712877
2023-01-10,3.1021,3.3276,3.7244,23.2074,3.0622,3.0652,3.0637,3.2909,3.2942,3.29255,1.0734,1.2155,132.25,0.03840000000000021,0.035050000000000026,0.0005591277752596546,-0.0023009296041836547,0.002801652534878407,-0.0013536546660140036
2023-01-11,3.0954,3.3315,3.7093,23.1016,3.0631,3.0662,3.06465,3.2935,3.2967,3.2951,1.0755,1.2142,132.47,0.030750000000000277,0.03639999999999999,0.0019544889650562475,-0.001070091059844458,0.0016621339577618244,0.000310034514219959
2023-01-12,3.0941,3.3296,3.7182,23.4323,3.0507,3.0538,3.05225,3.2942,3.2974,3.2958,1.0846,1.22,129.22,0.041850000000000165,0.033800000000000274,0.008425585699175633,0.004765435030968601,-0.02483982656615069,-0.004054346804965858
2023-01-13,3.0832,3.3378,3.7069,23.7886,3.0507,3.0538,3.05225,3.2903,3.2935,3.2919,1.0828,1.2226,127.88,0.030950000000000255,0.04590000000000005,-0.0016609766668141818,0.0021288798673227416,-0.010424053938378641,0.0
2023-01-16,3.09,3.3364,3.7146,23.7218,3.0445,3.0476,3.04605,3.2936,3.2968,3.2952,1.0816,1.2191,128.54,0.04394999999999971,0.0411999999999999,-0.0011088524514465542,-0.0028668570235243496,0.005147815751499252,-0.0020333542581285613
2023-01-17,3.0883,3.3417,3.7264,23.6415,3.0359,3.0389,3.0374,3.2979,3.3011,3.2995,1.0788,1.2288,128.13,0.050899999999999945,0.04219999999999979,-0.0025921140231246614,0.00792520182230702,-0.003194766421655615,-0.0028437829946665882
2023-01-18,3.0811,3.339,3.7632,23.6829,3.0343,3.0374,3.03585,3.2944,3.2976,3.296,1.0792,1.2346,128.88,0.045250000000000234,0.04300000000000015,0.0003707136279711837,0.004708947566387817,0.00583636534723464,-0.0005104351158451426
2023-01-19,3.086,3.3283,3.7585,23.6959,3.0445,3.0476,3.04605,3.2897,3.2929,3.2913,1.0827,1.2389,128.42,0.03994999999999971,0.03699999999999992,0.0032378954233065055,0.0034768581618976335,-0.0035755965028174685,0.003354218110511731
2023-01-20,3.0819,3.3336,3.7616,23.3387,3.0465,3.0495,3.048,3.2933,3.2965,3.2949,1.0855,1.2393,129.57,0.03390000000000004,0.03869999999999996,0.0025827890014938765,0.0003228149491355248,0.008915133274817855,0.0006399685157008062
2023-01-23,3.0721,3.3403,3.7508,23.2583,3.0399,3.043,3.04145,3.299,3.3023,3.30065,1.0868,1.2373,130.66,0.030649999999999622,0.03964999999999996,0.0011968882338462133,-0.0016151178508984898,0.008377253771884696,-0.002151262437848578
2023-01-24,3.073,3.3388,3.734,23.2944,3.0381,3.0412,3.03965,3.3009,3.3043,3.3026,1.0885,1.2328,130.15,0.03334999999999999,0.03620000000000001,0.0015630031224094926,-0.003643581214024222,-0.003910897972030369,-0.0005919981755173609
2023-01-25,3.0744,3.3424,3.7418,23.377,3.0377,3.0407,3.0392,3.3025,3.3059,3.3042,1.0915,1.24,129.59,0.035199999999999676,0.038200000000000234,0.0027522953153963498,0.005823374593176639,-0.004312010993251292,-0.00014805431975517536
2023-01-26,3.0663,3.3415,3.7578,23.331,3.0312,3.0343,3.03275,3.3048,3.3082,3.3065,1.0889,1.2406,130.21,0.03354999999999997,0.0349999999999997,-0.0023848846379832533,0.0004837539399345503,0.004772911293314586,-0.0021245242223870697
2023-01-27,3.0716,3.3386,3.7558,23.4065,3.0399,3.0429,3.0414,3.2995,3.3028,3.30115,1.0867,1.2397,129.85,0.030200000000000227,0.037450000000000205,-0.002022431283209336,-0.0007257186949159167,-0.0027685936318802007,0.0028481370553299357
2023-01-30,3.0685,3.3384,3.755,23.3042,3.0399,3.0429,3.0414,3.2995,3.3028,3.30115,1.0844,1.2352,130.44,0.027099999999999902,0.03725000000000023,-0.0021187424442954267,-0.003636514573589378,0.004533412812361526,0.0
2023-01-31,3.0754,3.3302,3.7447,23.3972,3.0408,3.0438,3.0423,3.3003,3.3036,3.30195,1.0862,1.232,130.09,0.03310000000000013,0.028249999999999886,0.0016585279762344612,-0.002594035177046733,-0.002686832307650988,0.00029587257970153935
2023-02-01,3.0695,3.3438,3.7399,23.4232,3.0303,3.0334,3.03185,3.3058,3.3092,3.3075,1.0989,1.2376,128.93,0.03765000000000018,0.03629999999999978,0.011624312852133417,0.004535155165391325,-0.008956897190721236,-0.00344081404310681
2023-02-02,3.0498,3.3488,3.7235,23.5729,3.0242,3.0273,3.02575,3.3085,3.3119,3.3102,1.091,1.2223,128.65,0.024049999999999905,0.03860000000000019,-0.00721497261980758,-0.012439690475639337,-0.0021740826949931957,-0.0020139996242403146
2023-02-03,3.07,3.3499,3.6923,23.3551,3.0456,3.0486,3.0471,3.3038,3.3072,3.3055,1.0793,1.2051,131.17,0.02289999999999992,0.044399999999999995,-0.010782024001770224,-0.0141717787498708,0.019398653099300667,0.007031323994852068
2023-02-06,3.0897,3.3353,3.6922,23.1327,3.0663,3.0694,3.06785,3.2966,3.2998,3.2982,1.073,1.2016,132.65,0.021850000000000147,0.03710000000000013,-0.00585421920060214,-0.0029085490234759537,0.011219888756694552,0.006786671892159424
2023-02-07,3.0943,3.3344,3.6842,23.3254,3.0758,3.0788,3.0773,3.2899,3.2931,3.2915,1.0723,1.2042,131.05,0.016999999999999904,0.04289999999999994,-0.0006525894045984332,0.0021614440204771046,-0.012135150814333251,0.0030755986262998025
2023-02-08,3.0995,3.3319,3.7055,23.3661,3.0662,3.0692,3.0677,3.2919,3.2951,3.2935,1.0709,1.2071,131.37,0.03180000000000005,0.03840000000000021,-0.001306457819270676,0.0024053426767340347,0.0024388397120018723,-0.0031244939983627873
2023-02-09,3.0966,3.3401,3.7235,23.4132,3.0543,3.0574,3.05585,3.2954,3.2986,3.297,1.0736,1.2122,131.56,0.040750000000000064,0.043099999999999916,0.0025180708105881355,0.004216101810103179,0.0014452518394394431,-0.0038703088215317205
2023-02-10,3.0812,3.3328,3.7208,23.4937,3.0718,3.0748,3.0733,3.2856,3.2888,3.2872,1.0675,1.2058,131.41,0.007899999999999796,0.04560000000000031,-0.005698021114637936,-0.005293643461879438,-0.0011408146653097972,0.005694116524596948
2023-02-13,3.105,3.3317,3.7192,23.1741,3.0781,3.0811,3.0796,3.2871,3.2903,3.2887,1.072,1.2135,132.4,0.025399999999999867,0.04300000000000015,0.004206596527967843,0.006365499111350925,0.007505436847361047,0.00204781556716771
2023-02-14,3.1004,3.3372,3.7358,23.1416,3.0629,3.0659,3.0644,3.2937,3.2969,3.2953,1.0735,1.217,133.11,0.03600000000000003,0.04190000000000005,0.0013982756880882713,0.002880067820871135,0.005348210556020305,-0.004947926761228683
2023-02-15,3.1074,3.34,3.7017,22.9908,3.0806,3.0837,3.08215,3.2904,3.2936,3.292,1.0689,1.2026,134.11,0.025250000000000217,0.04800000000000004,-0.004294256038935615,-0.011902934382059027,0.007484504663921143,0.005775613748067121
2023-02-16,3.121,3.343,3.6995,22.9674,3.0805,3.0835,3.082,3.2927,3.2959,3.2943,1.0668,1.1993,133.94,0.039000000000000146,0.04870000000000019,-0.0019665689720408386,-0.002747826367792805,-0.0012684202409447565,-4.866851067197864e-05
2023-02-17,3.1238,3.3395,3.6977,22.9493,3.0907,3.0937,3.0922,3.288,3.2912,3.2896,1.0694,1.2035,134.15,0.03160000000000007,0.049900000000000055,0.0024342302067719285,0.0034959249854512597,0.001566638389729036,0.003304074788433198
2023-02-20,3.128,3.3365,3.7078,22.9763,3.0798,3.0829,3.08135,3.2921,3.2953,3.2937,1.0682,1.2038,134.23,0.04665000000000008,0.04280000000000017,-0.001122754608961135,0.000249241890543761,0.0005961696279115358,-0.0035149990430705103
2023-02-21,3.1296,3.3378,3.7299,22.8672,3.0849,3.0879,3.0864,3.2888,3.292,3.2904,1.0646,1.2115,134.99,0.04320000000000013,0.04740000000000011,-0.0033758471670129603,0.006376041142910016,0.005645955121190482,0.0016375505260408652
2023-02-22,3.1336,3.3365,3.7358,22.9461,3.0882,3.0912,3.0897,3.2871,3.2903,3.2887,1.0601,1.2044,134.9,0.04389999999999983,0.047800000000000065,-0.004235898459604974,-0.005877743649001732,-0.0006669384070256967,0.001068635648401095
2023-02-23,3.1408,3.3323,3.7292,22.9076,3.0947,3.0977,3.0962,3.285,3.2882,3.2866,1.0595,1.2013,134.7,0.04459999999999997,0.045700000000000074,-0.0005661445706981669,-0.0025772138802492572,-0.0014836797973911686,0.002101554306499498
2023-02-24,3.145,3.3339,3.7143,22.8549,3.1092,3.1124,3.1108,3.28,3.2832,3.2816,1.0546,1.1944,136.46,0.03420000000000023,0.05229999999999979,-0.004635550611984472,-0.0057603365023488895,0.012981447970958904,0.004704374714423087
2023-02-27,3.143,3.333,3.7293,22.8097,3.1031,3.1062,3.10465,3.2822,3.2854,3.2838,1.0607,1.2062,136.2,0.038349999999999884,0.049200000000000355,0.005767519415055128,0.009830954791905794,-0.0019071376718660105,-0.00197894022381484
2023-02-28,3.1485,3.3368,3.7472,22.6122,3.0946,3.0976,3.0961,3.2873,3.2905,3.2889,1.0576,1.202,136.2,0.0524,0.047900000000000276,-0.0029268774140025905,-0.003488085921733497,0.0,-0.002757732667379109
2023-03-01,3.1422,3.3402,3.7066,22.7373,3.0867,3.0897,3.0882,3.2938,3.2971,3.29545,1.0665,1.2031,136.16,0.053999999999999826,0.04474999999999962,0.008380068813983337,0.000914722944326013,-0.000293728890347289,-0.00255485804283051
2023-03-02,3.1383,3.3329,3.7008,22.6738,3.1018,3.105,3.1034,3.2877,3.2909,3.2893,1.0596,1.1941,136.76,0.03489999999999993,0.04360000000000008,-0.006490780513490536,-0.00750879550013997,0.004396899946036648,0.004909887762619913
2023-03-03,3.1352,3.3299,3.7169,22.7705,3.096,3.099,3.0975,3.2876,3.2908,3.2892,1.0632,1.204,135.86,0.03770000000000007,0.040699999999999736,0.003391750001120769,0.008256583329427414,-0.00660262100794462,-0.001902950146086102
2023-03-06,3.1338,3.3354,3.71,22.7443,3.0901,3.0932,3.09165,3.2916,3.2948,3.2932,1.0678,1.2021,135.91,0.04214999999999991,0.04219999999999979,0.004317228667050428,-0.0015793195585578068,0.0003679582040998497,-0.0018904055458814906
2023-03-07,3.1271,3.3335,3.7039,22.6859,3.0888,3.0918,3.0903,3.2939,3.2971,3.2955,1.0547,1.1827,137.14,0.036799999999999944,0.03799999999999981,-0.012344090783517413,-0.016270067053137244,0.009009399888961767,-0.0004367553996587059
2023-03-08,3.1391,3.3231,3.6825,22.7315,3.1131,3.1163,3.1147,3.2832,3.2864,3.2848,1.0544,1.1842,137.34,0.024399999999999977,0.0383,-0.0002844815343257395,0.001267480840604407,0.0014573013363126108,0.00786466583966905
2023-03-09,3.1402,3.3224,3.6981,22.8437,3.1075,3.1106,3.10905,3.2826,3.2859,3.28425,1.058,1.1925,136.14,0.031150000000000233,0.038149999999999906,0.003408448670001965,0.006984502664820508,-0.008775835172725621,-0.0018156261264032914
2023-03-10,3.1311,3.3233,3.7196,22.7174,3.0965,3.0995,3.098,3.2879,3.2911,3.2895,1.0643,1.2028,134.98,0.03310000000000013,0.033800000000000274,0.005936972628753895,0.008600228351877903,-0.008557148704544382,-0.003560471294209222
2023-03-13,3.1242,3.3258,3.7201,23.1428,3.0751,3.0781,3.0766,3.2925,3.2957,3.2941,1.0729,1.2181,133.18,0.04760000000000009,0.031700000000000284,0.008047956595701865,0.012640095591539113,-0.013425022632784334,-0.0069316508551633405
2023-03-14,3.1201,3.3326,3.7399,22.8293,3.0743,3.0773,3.0758,3.2953,3.2985,3.2969,1.0732,1.2158,134.22,0.044299999999999784,0.03569999999999984,0.0002795769087685085,-0.0018899713912910732,0.007778648047617409,-0.00026006111582743685
2023-03-15,3.12,3.3262,3.7407,23.3919,3.1039,3.1071,3.1055,3.2721,3.2753,3.2737,1.0575,1.2065,133.4,0.014499999999999957,0.05250000000000021,-0.014737207631035872,-0.007678690249535769,-0.006128111248569823,0.009609702993534475
2023-03-16,3.1322,3.3201,3.7378,23.44,3.0949,3.0979,3.0964,3.2764,3.2796,3.278,1.0605,1.2107,133.72,0.035800000000000054,0.042100000000000026,0.0028328630843039992,0.0034750986486083435,0.0023959280703742536,-0.0029345866687993105
2023-03-17,3.1257,3.3244,3.7509,23.3124,3.085,3.0881,3.08655,3.2819,3.2851,3.2835,1.0666,1.2175,131.79,0.03915000000000024,0.040899999999999714,0.005735524161764698,0.005600871243050171,-0.014538314896100246,-0.0031861840490086113
2023-03-20,3.1257,3.3244,3.7509,23.3124,3.085,3.0881,3.08655,3.2819,3.2851,3.2835,1.0719,1.2276,131.31,,0.040899999999999714,0.004956755530972037,0.008261467788836269,-0.0036488067848843286,
2023-03-21,3.1183,3.3247,3.7438,23.1393,3.0619,3.0649,3.0634,3.2967,3.2999,3.2983,1.0767,1.2214,132.49,0.05489999999999995,0.0264000000000002,0.004468033124197399,-0.005063301956546723,0.0089462310091184,
2023-03-22,3.1012,3.336,3.7414,23.0455,3.061,3.064,3.0625,3.2987,3.3019,3.3003,1.0855,1.2264,131.44,0.03869999999999996,0.03569999999999984,0.008139902496675178,0.004085306768569913,-0.007956697151019654,-0.00029383437747121377
2023-03-23,3.0761,3.3443,3.7399,23.1555,3.0418,3.0448,3.0433,3.3088,3.3122,3.3105,1.083,1.2285,130.81,0.03279999999999994,0.03379999999999983,-0.002305742317355877,0.001710864403629414,-0.004804585028876929,-0.006289122894580501
2023-03-24,3.0914,3.3263,3.7427,23.6402,3.0695,3.0726,3.07105,3.289,3.2923,3.29065,1.0759,1.223,130.69,0.02035000000000009,0.03564999999999996,-0.006577447401127021,-0.0044870562740613185,-0.0009177820911903112,0.00907706969146349
